gene_id,gene_name,gene_type,gene_name_type
ENSMUSG00000027951.16,Adar,protein_coding,Non-Gm*
ENSMUSG00000110819.1,Olfr1252,protein_coding,Non-Gm*
ENSMUSG00000047606.4,Ankrd34c,protein_coding,Non-Gm*
ENSMUSG00000094586.4,Vmn1r41,protein_coding,Non-Gm*
ENSMUSG00000019951.10,Uhrf1bp1l,protein_coding,Non-Gm*
ENSMUSG00000027950.7,Chrnb2,protein_coding,Non-Gm*
ENSMUSG00000075075.2,Olfr1253,protein_coding,Non-Gm*
ENSMUSG00000079513.1,4932429P05Rik,protein_coding,Non-Gm*
ENSMUSG00000042579.2,4632404H12Rik,lncRNA,Non-Gm*
ENSMUSG00000042572.12,Ube2q1,protein_coding,Non-Gm*
ENSMUSG00000021615.13,Xrcc4,protein_coding,Non-Gm*
ENSMUSG00000063260.2,Syt10,protein_coding,Non-Gm*
ENSMUSG00000002489.16,Tiam1,protein_coding,Non-Gm*
ENSMUSG00000075074.3,Olfr1254,protein_coding,Non-Gm*
ENSMUSG00000098727.1,1700017I07Rik,lncRNA,Non-Gm*
ENSMUSG00000045148.5,Olfr1255,protein_coding,Non-Gm*
ENSMUSG00000075073.3,Olfr1256,protein_coding,Non-Gm*
ENSMUSG00000098627.7,4930524O08Rik,lncRNA,Non-Gm*
ENSMUSG00000046280.9,She,protein_coding,Non-Gm*
ENSMUSG00000075072.3,Olfr48,protein_coding,Non-Gm*
ENSMUSG00000068232.3,Vmn1r42,protein_coding,Non-Gm*
ENSMUSG00000068231.5,Vmn1r43,protein_coding,Non-Gm*
ENSMUSG00000027947.11,Il6ra,protein_coding,Non-Gm*
ENSMUSG00000039391.11,Ccdc81,protein_coding,Non-Gm*
ENSMUSG00000058589.14,Anks1b,protein_coding,Non-Gm*
ENSMUSG00000049057.4,Olfr1257,protein_coding,Non-Gm*
ENSMUSG00000068234.7,Vmn1r44,protein_coding,Non-Gm*
ENSMUSG00000032356.12,Rasgrf1,protein_coding,Non-Gm*
ENSMUSG00000062797.13,Hikeshi,protein_coding,Non-Gm*
ENSMUSG00000049149.9,Olfr1258,protein_coding,Non-Gm*
ENSMUSG00000034486.8,Gbx2,protein_coding,Non-Gm*
ENSMUSG00000035387.5,4930415L06Rik,protein_coding,Non-Gm*
ENSMUSG00000092627.2,D130058E05Rik,lncRNA,Non-Gm*
ENSMUSG00000044248.4,Vmn1r45,protein_coding,Non-Gm*
ENSMUSG00000060671.12,Atp8b2,protein_coding,Non-Gm*
ENSMUSG00000068806.5,Olfr1259,protein_coding,Non-Gm*
ENSMUSG00000067081.13,Asb18,protein_coding,Non-Gm*
ENSMUSG00000030619.10,Eed,protein_coding,Non-Gm*
ENSMUSG00000061653.4,Vmn1r46,protein_coding,Non-Gm*
ENSMUSG00000042894.11,Olfr1260,protein_coding,Non-Gm*
ENSMUSG00000097585.2,E230029C05Rik,lncRNA,Non-Gm*
ENSMUSG00000020553.8,Pctp,protein_coding,Non-Gm*
ENSMUSG00000061295.5,Olfr1261,protein_coding,Non-Gm*
ENSMUSG00000027944.13,Hax1,protein_coding,Non-Gm*
ENSMUSG00000042520.16,Ubap2l,protein_coding,Non-Gm*
ENSMUSG00000051313.12,Olfr1262,protein_coding,Non-Gm*
ENSMUSG00000059112.6,Olfr1263,protein_coding,Non-Gm*
ENSMUSG00000060724.2,Vmn1r47,protein_coding,Non-Gm*
ENSMUSG00000075069.3,Olfr1264,protein_coding,Non-Gm*
ENSMUSG00000069763.3,Tmem100,protein_coding,Non-Gm*
ENSMUSG00000024109.18,Nrxn1,protein_coding,Non-Gm*
ENSMUSG00000059910.4,Olfr1265,protein_coding,Non-Gm*
ENSMUSG00000057592.1,Vmn1r48,protein_coding,Non-Gm*
ENSMUSG00000026301.16,Iqca,protein_coding,Non-Gm*
ENSMUSG00000075068.3,Olfr140,protein_coding,Non-Gm*
ENSMUSG00000027942.17,4933434E20Rik,protein_coding,Non-Gm*
ENSMUSG00000118504.1,AC163616.1,protein_coding,Non-Gm*
ENSMUSG00000032359.14,Ctsh,protein_coding,Non-Gm*
ENSMUSG00000118506.1,1700094D03Rik,protein_coding,Non-Gm*
ENSMUSG00000095932.3,Vmn1r49,protein_coding,Non-Gm*
ENSMUSG00000027940.18,Tpm3,protein_coding,Non-Gm*
ENSMUSG00000012422.14,Tmem167,protein_coding,Non-Gm*
ENSMUSG00000062270.14,Morf4l1,protein_coding,Non-Gm*
ENSMUSG00000094553.3,Vmn1r50,protein_coding,Non-Gm*
ENSMUSG00000027939.11,Nup210l,protein_coding,Non-Gm*
ENSMUSG00000084336.2,Olfr1269,protein_coding,Non-Gm*
ENSMUSG00000062818.7,Vmn1r51,protein_coding,Non-Gm*
ENSMUSG00000097162.2,2310010J17Rik,lncRNA,Non-Gm*
ENSMUSG00000115001.1,4930474H20Rik,lncRNA,Non-Gm*
ENSMUSG00000039361.11,Picalm,protein_coding,Non-Gm*
ENSMUSG00000075066.7,Olfr32,protein_coding,Non-Gm*
ENSMUSG00000075065.5,Olfr1270,protein_coding,Non-Gm*
ENSMUSG00000100850.1,4930434B07Rik,lncRNA,Non-Gm*
ENSMUSG00000032363.15,Adamts7,protein_coding,Non-Gm*
ENSMUSG00000060816.3,Vmn1r52,protein_coding,Non-Gm*
ENSMUSG00000037410.13,Tbc1d2b,protein_coding,Non-Gm*
ENSMUSG00000062546.5,V1ra8,protein_coding,Non-Gm*
ENSMUSG00000044337.5,Ackr3,protein_coding,Non-Gm*
ENSMUSG00000090733.6,Rps27,protein_coding,Non-Gm*
ENSMUSG00000027935.14,Rab13,protein_coding,Non-Gm*
ENSMUSG00000035505.14,Cox18,protein_coding,Non-Gm*
ENSMUSG00000070902.5,Zfp352,protein_coding,Non-Gm*
ENSMUSG00000075064.5,Olfr1506,protein_coding,Non-Gm*
ENSMUSG00000022982.10,Sod1,protein_coding,Non-Gm*
ENSMUSG00000057697.2,Vmn1r53,protein_coding,Non-Gm*
ENSMUSG00000030617.13,Ccdc83,protein_coding,Non-Gm*
ENSMUSG00000075470.2,Alg10b,protein_coding,Non-Gm*
ENSMUSG00000022983.16,Scaf4,protein_coding,Non-Gm*
ENSMUSG00000055204.15,Ankrd17,protein_coding,Non-Gm*
ENSMUSG00000027937.15,Jtb,protein_coding,Non-Gm*
ENSMUSG00000027938.11,Creb3l4,protein_coding,Non-Gm*
ENSMUSG00000047203.3,Vmn1r54,protein_coding,Non-Gm*
ENSMUSG00000043668.13,Tox3,protein_coding,Non-Gm*
ENSMUSG00000052310.9,Slc39a1,protein_coding,Non-Gm*
ENSMUSG00000003948.17,Mmd,protein_coding,Non-Gm*
ENSMUSG00000075063.2,Olfr142,protein_coding,Non-Gm*
ENSMUSG00000027936.18,Crtc2,protein_coding,Non-Gm*
ENSMUSG00000075062.4,Olfr1271,protein_coding,Non-Gm*
ENSMUSG00000042404.16,Dennd4b,protein_coding,Non-Gm*
ENSMUSG00000075061.2,Olfr1272,protein_coding,Non-Gm*
ENSMUSG00000105350.1,4930537H20Rik,lncRNA,Non-Gm*
ENSMUSG00000042390.9,Gatad2b,protein_coding,Non-Gm*
ENSMUSG00000049694.13,BC048671,protein_coding,Non-Gm*
ENSMUSG00000030616.16,Sytl2,protein_coding,Non-Gm*
ENSMUSG00000056643.5,Chst13,protein_coding,Non-Gm*
ENSMUSG00000089859.5,Olfr1565,protein_coding,Non-Gm*
ENSMUSG00000034456.15,Uroc1,protein_coding,Non-Gm*
ENSMUSG00000003949.16,Hlf,protein_coding,Non-Gm*
ENSMUSG00000034430.16,Zxdc,protein_coding,Non-Gm*
ENSMUSG00000027932.14,Slc27a3,protein_coding,Non-Gm*
ENSMUSG00000053414.8,Hunk,protein_coding,Non-Gm*
ENSMUSG00000027933.11,Ints3,protein_coding,Non-Gm*
ENSMUSG00000082980.5,Olfr1274,protein_coding,Non-Gm*
ENSMUSG00000048794.14,Cfap100,protein_coding,Non-Gm*
ENSMUSG00000044362.8,Ccdc89,protein_coding,Non-Gm*
ENSMUSG00000025314.16,Ptprj,protein_coding,Non-Gm*
ENSMUSG00000051451.6,Crebzf,protein_coding,Non-Gm*
ENSMUSG00000027931.12,Npr1,protein_coding,Non-Gm*
ENSMUSG00000030615.12,Tmem126a,protein_coding,Non-Gm*
ENSMUSG00000029368.10,Alb,protein_coding,Non-Gm*
ENSMUSG00000030087.11,Klf15,protein_coding,Non-Gm*
ENSMUSG00000030614.8,Tmem126b,protein_coding,Non-Gm*
ENSMUSG00000001016.12,Ilf2,protein_coding,Non-Gm*
ENSMUSG00000020546.14,Stxbp4,protein_coding,Non-Gm*
ENSMUSG00000052572.19,Dlg2,protein_coding,Non-Gm*
ENSMUSG00000085471.1,4933423P22Rik,lncRNA,Non-Gm*
ENSMUSG00000030088.15,Aldh1l1,protein_coding,Non-Gm*
ENSMUSG00000052560.15,Cpne8,protein_coding,Non-Gm*
ENSMUSG00000001018.15,Snapin,protein_coding,Non-Gm*
ENSMUSG00000054932.6,Afp,protein_coding,Non-Gm*
ENSMUSG00000001017.15,Chtop,protein_coding,Non-Gm*
ENSMUSG00000024614.7,Tmx3,protein_coding,Non-Gm*
ENSMUSG00000044080.9,S100a1,protein_coding,Non-Gm*
ENSMUSG00000042312.9,S100a13,protein_coding,Non-Gm*
ENSMUSG00000029369.17,Afm,protein_coding,Non-Gm*
ENSMUSG00000042306.11,S100a14,protein_coding,Non-Gm*
ENSMUSG00000074457.10,S100a16,protein_coding,Non-Gm*
ENSMUSG00000046119.2,1110008E08Rik,lncRNA,Non-Gm*
ENSMUSG00000094018.2,S100a2,protein_coding,Non-Gm*
ENSMUSG00000070690.7,Albfm1,protein_coding,Non-Gm*
ENSMUSG00000001021.13,S100a3,protein_coding,Non-Gm*
ENSMUSG00000034432.11,Cops8,protein_coding,Non-Gm*
ENSMUSG00000029370.10,Rassf6,protein_coding,Non-Gm*
ENSMUSG00000001020.8,S100a4,protein_coding,Non-Gm*
ENSMUSG00000030089.15,Slc41a3,protein_coding,Non-Gm*
ENSMUSG00000001023.10,S100a5,protein_coding,Non-Gm*
ENSMUSG00000001025.8,S100a6,protein_coding,Non-Gm*
ENSMUSG00000020544.14,Cox11,protein_coding,Non-Gm*
ENSMUSG00000020541.12,Tom1l1,protein_coding,Non-Gm*
ENSMUSG00000063767.4,S100a7a,protein_coding,Non-Gm*
ENSMUSG00000034312.15,Iqsec1,protein_coding,Non-Gm*
ENSMUSG00000056054.9,S100a8,protein_coding,Non-Gm*
ENSMUSG00000051329.13,Nup160,protein_coding,Non-Gm*
ENSMUSG00000056071.12,S100a9,protein_coding,Non-Gm*
ENSMUSG00000022978.11,Mis18a,protein_coding,Non-Gm*
ENSMUSG00000007682.6,Dio2,protein_coding,Non-Gm*
ENSMUSG00000042250.13,Pglyrp4,protein_coding,Non-Gm*
ENSMUSG00000039956.9,Mrap,protein_coding,Non-Gm*
ENSMUSG00000008200.15,Fnbp4,protein_coding,Non-Gm*
ENSMUSG00000039929.14,Urb1,protein_coding,Non-Gm*
ENSMUSG00000097071.2,4930544I03Rik,lncRNA,Non-Gm*
ENSMUSG00000029371.7,Cxcl5,protein_coding,Non-Gm*
ENSMUSG00000048126.16,Col6a3,protein_coding,Non-Gm*
ENSMUSG00000029372.7,Ppbp,protein_coding,Non-Gm*
ENSMUSG00000029373.7,Pf4,protein_coding,Non-Gm*
ENSMUSG00000040812.14,Agbl2,protein_coding,Non-Gm*
ENSMUSG00000029379.10,Cxcl3,protein_coding,Non-Gm*
ENSMUSG00000029375.6,Cxcl15,protein_coding,Non-Gm*
ENSMUSG00000085940.1,4930405D11Rik,lncRNA,Non-Gm*
ENSMUSG00000039903.17,Eva1c,protein_coding,Non-Gm*
ENSMUSG00000056608.14,Chd9,protein_coding,Non-Gm*
ENSMUSG00000027282.17,Mtch2,protein_coding,Non-Gm*
ENSMUSG00000090160.1,4930480K15Rik,lncRNA,Non-Gm*
ENSMUSG00000078958.9,Atp6ap1l,protein_coding,Non-Gm*
ENSMUSG00000040794.5,C1qtnf4,protein_coding,Non-Gm*
ENSMUSG00000029380.11,Cxcl1,protein_coding,Non-Gm*
ENSMUSG00000005510.9,Ndufs3,protein_coding,Non-Gm*
ENSMUSG00000058427.10,Cxcl2,protein_coding,Non-Gm*
ENSMUSG00000005505.12,Kbtbd4,protein_coding,Non-Gm*
ENSMUSG00000063235.16,Ptpmt1,protein_coding,Non-Gm*
ENSMUSG00000026303.6,Mlph,protein_coding,Non-Gm*
ENSMUSG00000049517.8,Rps23,protein_coding,Non-Gm*
ENSMUSG00000022972.10,Cfap298,protein_coding,Non-Gm*
ENSMUSG00000029376.8,Mthfd2l,protein_coding,Non-Gm*
ENSMUSG00000022629.17,Kif21a,protein_coding,Non-Gm*
ENSMUSG00000116607.1,4930534H18Rik,lncRNA,Non-Gm*
ENSMUSG00000021619.6,Atg10,protein_coding,Non-Gm*
ENSMUSG00000022973.18,Synj1,protein_coding,Non-Gm*
ENSMUSG00000005506.16,Celf1,protein_coding,Non-Gm*
ENSMUSG00000090550.2,Prlh,protein_coding,Non-Gm*
ENSMUSG00000026304.13,Rab17,protein_coding,Non-Gm*
ENSMUSG00000113747.1,1700105G05Rik,lncRNA,Non-Gm*
ENSMUSG00000019979.12,Apaf1,protein_coding,Non-Gm*
ENSMUSG00000061533.16,Cep128,protein_coding,Non-Gm*
ENSMUSG00000026305.15,Lrrfip1,protein_coding,Non-Gm*
ENSMUSG00000087354.1,4930404I05Rik,lncRNA,Non-Gm*
ENSMUSG00000030091.17,Nup210,protein_coding,Non-Gm*
ENSMUSG00000022974.12,Paxbp1,protein_coding,Non-Gm*
ENSMUSG00000035020.11,Epgn,protein_coding,Non-Gm*
ENSMUSG00000002104.11,Rapsn,protein_coding,Non-Gm*
ENSMUSG00000085398.1,4931406G06Rik,lncRNA,Non-Gm*
ENSMUSG00000085004.2,5430427M07Rik,lncRNA,Non-Gm*
ENSMUSG00000039851.11,4932438H23Rik,protein_coding,Non-Gm*
ENSMUSG00000002102.15,Psmc3,protein_coding,Non-Gm*
ENSMUSG00000002105.15,Slc39a13,protein_coding,Non-Gm*
ENSMUSG00000031666.15,Rbl2,protein_coding,Non-Gm*
ENSMUSG00000029377.5,Ereg,protein_coding,Non-Gm*
ENSMUSG00000002111.8,Spi1,protein_coding,Non-Gm*
ENSMUSG00000019975.12,Ikbip,protein_coding,Non-Gm*
ENSMUSG00000091175.2,S100a7l2,protein_coding,Non-Gm*
ENSMUSG00000031667.16,Aktip,protein_coding,Non-Gm*
ENSMUSG00000061904.12,Slc25a3,protein_coding,Non-Gm*
ENSMUSG00000002100.15,Mybpc3,protein_coding,Non-Gm*
ENSMUSG00000040687.16,Madd,protein_coding,Non-Gm*
ENSMUSG00000029378.5,Areg,protein_coding,Non-Gm*
ENSMUSG00000070732.2,Rbm44,protein_coding,Non-Gm*
ENSMUSG00000055782.9,Abcd2,protein_coding,Non-Gm*
ENSMUSG00000019961.17,Tmpo,protein_coding,Non-Gm*
ENSMUSG00000034245.10,Hdac11,protein_coding,Non-Gm*
ENSMUSG00000034353.14,Ramp1,protein_coding,Non-Gm*
ENSMUSG00000002108.10,Nr1h3,protein_coding,Non-Gm*
ENSMUSG00000078932.8,CN725425,protein_coding,Non-Gm*
ENSMUSG00000002103.16,Acp2,protein_coding,Non-Gm*
ENSMUSG00000111544.1,4930534H03Rik,lncRNA,Non-Gm*
ENSMUSG00000002109.14,Ddb2,protein_coding,Non-Gm*
ENSMUSG00000064080.12,Fbln2,protein_coding,Non-Gm*
ENSMUSG00000033282.14,Rpgrip1l,protein_coding,Non-Gm*
ENSMUSG00000039830.9,Olig2,protein_coding,Non-Gm*
ENSMUSG00000034343.14,Ube2f,protein_coding,Non-Gm*
ENSMUSG00000008489.18,Elavl2,protein_coding,Non-Gm*
ENSMUSG00000027257.13,Pacsin3,protein_coding,Non-Gm*
ENSMUSG00000027255.14,Arfgap2,protein_coding,Non-Gm*
ENSMUSG00000036298.10,Slc2a13,protein_coding,Non-Gm*
ENSMUSG00000046160.6,Olig1,protein_coding,Non-Gm*
ENSMUSG00000040591.18,1110051M20Rik,protein_coding,Non-Gm*
ENSMUSG00000026307.12,Scly,protein_coding,Non-Gm*
ENSMUSG00000055932.15,Fto,protein_coding,Non-Gm*
ENSMUSG00000049515.12,Espnl,protein_coding,Non-Gm*
ENSMUSG00000073069.2,Mageb2,protein_coding,Non-Gm*
ENSMUSG00000026308.8,Klhl30,protein_coding,Non-Gm*
ENSMUSG00000082361.6,Btc,protein_coding,Non-Gm*
ENSMUSG00000032368.14,Zic1,protein_coding,Non-Gm*
ENSMUSG00000036972.14,Zic4,protein_coding,Non-Gm*
ENSMUSG00000030093.7,Wnt7a,protein_coding,Non-Gm*
ENSMUSG00000047443.14,Erfe,protein_coding,Non-Gm*
ENSMUSG00000097182.2,A830009L08Rik,lncRNA,Non-Gm*
ENSMUSG00000022971.18,Ifnar2,protein_coding,Non-Gm*
ENSMUSG00000026309.14,Ilkap,protein_coding,Non-Gm*
ENSMUSG00000020963.15,Tshr,protein_coding,Non-Gm*
ENSMUSG00000100253.1,1700020N18Rik,lncRNA,Non-Gm*
ENSMUSG00000022969.13,Il10rb,protein_coding,Non-Gm*
ENSMUSG00000067071.8,Hes6,protein_coding,Non-Gm*
ENSMUSG00000055866.9,Per2,protein_coding,Non-Gm*
ENSMUSG00000100680.1,1810044D09Rik,lncRNA,Non-Gm*
ENSMUSG00000110138.1,4831440D22Rik,lncRNA,Non-Gm*
ENSMUSG00000027253.15,Lrp4,protein_coding,Non-Gm*
ENSMUSG00000003992.15,Ssbp2,protein_coding,Non-Gm*
ENSMUSG00000034203.8,Chchd4,protein_coding,Non-Gm*
ENSMUSG00000084866.2,A930006K02Rik,lncRNA,Non-Gm*
ENSMUSG00000030095.10,Tmem43,protein_coding,Non-Gm*
ENSMUSG00000022967.13,Ifnar1,protein_coding,Non-Gm*
ENSMUSG00000030094.8,Xpc,protein_coding,Non-Gm*
ENSMUSG00000034292.13,Traf3ip1,protein_coding,Non-Gm*
ENSMUSG00000034192.5,Lsm3,protein_coding,Non-Gm*
ENSMUSG00000034981.9,Parm1,protein_coding,Non-Gm*
ENSMUSG00000040549.16,Ckap5,protein_coding,Non-Gm*
ENSMUSG00000026311.16,Asb1,protein_coding,Non-Gm*
ENSMUSG00000022965.8,Ifngr2,protein_coding,Non-Gm*
ENSMUSG00000020962.14,Gtf2a1,protein_coding,Non-Gm*
ENSMUSG00000022964.14,Tmem50b,protein_coding,Non-Gm*
ENSMUSG00000057805.4,1700084M14Rik,protein_coding,Non-Gm*
ENSMUSG00000046755.5,Kif2b,protein_coding,Non-Gm*
ENSMUSG00000086160.1,4933438A12Rik,lncRNA,Non-Gm*
ENSMUSG00000039763.10,Dnajc28,protein_coding,Non-Gm*
ENSMUSG00000022962.15,Gart,protein_coding,Non-Gm*
ENSMUSG00000027249.15,F2,protein_coding,Non-Gm*
ENSMUSG00000020961.15,Ston2,protein_coding,Non-Gm*
ENSMUSG00000075040.9,Zfp408,protein_coding,Non-Gm*
ENSMUSG00000022961.18,Son,protein_coding,Non-Gm*
ENSMUSG00000027247.16,Arhgap1,protein_coding,Non-Gm*
ENSMUSG00000036273.15,Lrrk2,protein_coding,Non-Gm*
ENSMUSG00000027244.14,Atg13,protein_coding,Non-Gm*
ENSMUSG00000022960.13,Donson,protein_coding,Non-Gm*
ENSMUSG00000030096.8,Slc6a6,protein_coding,Non-Gm*
ENSMUSG00000116933.1,Atp5o,protein_coding,Non-Gm*
ENSMUSG00000058240.14,Cryzl1,protein_coding,Non-Gm*
ENSMUSG00000074782.3,4833422C13Rik,lncRNA,Non-Gm*
ENSMUSG00000027243.8,Harbi1,protein_coding,Non-Gm*
ENSMUSG00000022957.20,Itsn1,protein_coding,Non-Gm*
ENSMUSG00000040506.16,Ambra1,protein_coding,Non-Gm*
ENSMUSG00000021620.4,Acot12,protein_coding,Non-Gm*
ENSMUSG00000030098.15,Grip2,protein_coding,Non-Gm*
ENSMUSG00000101978.1,1700063O14Rik,lncRNA,Non-Gm*
ENSMUSG00000061392.2,Mageb5,protein_coding,Non-Gm*
ENSMUSG00000021621.15,Zcchc9,protein_coding,Non-Gm*
ENSMUSG00000031734.13,Irx3,protein_coding,Non-Gm*
ENSMUSG00000046413.14,Irx3os,lncRNA,Non-Gm*
ENSMUSG00000007805.4,Twist2,protein_coding,Non-Gm*
ENSMUSG00000020964.14,Sel1l,protein_coding,Non-Gm*
ENSMUSG00000047295.16,Smgc,protein_coding,Non-Gm*
ENSMUSG00000044021.14,Muc19,protein_coding,Non-Gm*
ENSMUSG00000021622.3,Ckmt2,protein_coding,Non-Gm*
ENSMUSG00000082488.2,1700119I11Rik,lncRNA,Non-Gm*
ENSMUSG00000034083.16,Ccdc174,protein_coding,Non-Gm*
ENSMUSG00000021708.17,Rasgrf2,protein_coding,Non-Gm*
ENSMUSG00000034063.8,4930590J08Rik,protein_coding,Non-Gm*
ENSMUSG00000022956.11,Atp5o,protein_coding,Non-Gm*
ENSMUSG00000040495.4,Chrm4,protein_coding,Non-Gm*
ENSMUSG00000026313.16,Hdac4,protein_coding,Non-Gm*
ENSMUSG00000027239.14,Mdk,protein_coding,Non-Gm*
ENSMUSG00000087190.2,D430001F17Rik,lncRNA,Non-Gm*
ENSMUSG00000040479.12,Dgkz,protein_coding,Non-Gm*
ENSMUSG00000087517.1,4930577H14Rik,lncRNA,Non-Gm*
ENSMUSG00000029397.15,Rchy1,protein_coding,Non-Gm*
ENSMUSG00000034037.14,Fgd5,protein_coding,Non-Gm*
ENSMUSG00000027230.9,Creb3l1,protein_coding,Non-Gm*
ENSMUSG00000096035.2,Odaph,protein_coding,Non-Gm*
ENSMUSG00000029403.14,Cdkl2,protein_coding,Non-Gm*
ENSMUSG00000087317.1,4930466I24Rik,lncRNA,Non-Gm*
ENSMUSG00000042244.4,Pglyrp3,protein_coding,Non-Gm*
ENSMUSG00000062162.2,Mageb1,protein_coding,Non-Gm*
ENSMUSG00000055022.14,Cntn1,protein_coding,Non-Gm*
ENSMUSG00000029405.16,G3bp2,protein_coding,Non-Gm*
ENSMUSG00000087018.1,2900072N19Rik,lncRNA,Non-Gm*
ENSMUSG00000039680.10,Mrps6,protein_coding,Non-Gm*
ENSMUSG00000089774.2,Slc5a3,protein_coding,Non-Gm*
ENSMUSG00000112117.1,Rmst,lncRNA,Non-Gm*
ENSMUSG00000043165.7,Lor,protein_coding,Non-Gm*
ENSMUSG00000005893.14,Nr2c2,protein_coding,Non-Gm*
ENSMUSG00000109382.1,4930567K12Rik,lncRNA,Non-Gm*
ENSMUSG00000058318.15,Phf21a,protein_coding,Non-Gm*
ENSMUSG00000104791.1,4930511M18Rik,lncRNA,Non-Gm*
ENSMUSG00000067649.3,Mageb18,protein_coding,Non-Gm*
ENSMUSG00000056270.3,Prr9,protein_coding,Non-Gm*
ENSMUSG00000027927.5,Lelp1,protein_coding,Non-Gm*
ENSMUSG00000029407.10,Uso1,protein_coding,Non-Gm*
ENSMUSG00000028533.10,Izumo3,protein_coding,Non-Gm*
ENSMUSG00000014551.8,Mrps25,protein_coding,Non-Gm*
ENSMUSG00000014550.14,Rbsn,protein_coding,Non-Gm*
ENSMUSG00000095654.2,Plscr5,protein_coding,Non-Gm*
ENSMUSG00000029409.7,U90926,lncRNA,Non-Gm*
ENSMUSG00000014850.15,Msh3,protein_coding,Non-Gm*
ENSMUSG00000078664.2,Sprr2a1,protein_coding,Non-Gm*
ENSMUSG00000068893.5,Sprr2a2,protein_coding,Non-Gm*
ENSMUSG00000029410.11,Ppef2,protein_coding,Non-Gm*
ENSMUSG00000005892.4,Trh,protein_coding,Non-Gm*
ENSMUSG00000032369.13,Plscr1,protein_coding,Non-Gm*
ENSMUSG00000029413.14,Naaa,protein_coding,Non-Gm*
ENSMUSG00000032372.14,Plscr2,protein_coding,Non-Gm*
ENSMUSG00000029415.4,Sdad1,protein_coding,Non-Gm*
ENSMUSG00000074445.4,Sprr2a3,protein_coding,Non-Gm*
ENSMUSG00000039672.12,Kcne2,protein_coding,Non-Gm*
ENSMUSG00000051989.11,Smim11,protein_coding,Non-Gm*
ENSMUSG00000085637.2,1700048M11Rik,lncRNA,Non-Gm*
ENSMUSG00000074139.8,1700057G04Rik,protein_coding,Non-Gm*
ENSMUSG00000050092.3,Sprr2b,protein_coding,Non-Gm*
ENSMUSG00000051728.7,Fam243,protein_coding,Non-Gm*
ENSMUSG00000029417.9,Cxcl9,protein_coding,Non-Gm*
ENSMUSG00000031736.11,Crnde,lncRNA,Non-Gm*
ENSMUSG00000034842.16,Art3,protein_coding,Non-Gm*
ENSMUSG00000042212.3,Sprr2d,protein_coding,Non-Gm*
ENSMUSG00000039639.7,Kcne1,protein_coding,Non-Gm*
ENSMUSG00000034855.13,Cxcl10,protein_coding,Non-Gm*
ENSMUSG00000055030.1,Sprr2e,protein_coding,Non-Gm*
ENSMUSG00000021707.5,Dhfr,protein_coding,Non-Gm*
ENSMUSG00000031737.11,Irx5,protein_coding,Non-Gm*
ENSMUSG00000040434.16,Large2,protein_coding,Non-Gm*
ENSMUSG00000050635.1,Sprr2f,protein_coding,Non-Gm*
ENSMUSG00000030020.13,Prickle2,protein_coding,Non-Gm*
ENSMUSG00000027222.14,Pex16,protein_coding,Non-Gm*
ENSMUSG00000044916.10,1700029I15Rik,protein_coding,Non-Gm*
ENSMUSG00000027223.15,Mapk8ip1,protein_coding,Non-Gm*
ENSMUSG00000046259.2,Sprr2h,protein_coding,Non-Gm*
ENSMUSG00000022951.16,Rcan1,protein_coding,Non-Gm*
ENSMUSG00000036218.16,Pdzrn4,protein_coding,Non-Gm*
ENSMUSG00000110794.1,4930401A07Rik,lncRNA,Non-Gm*
ENSMUSG00000068742.11,Cry2,protein_coding,Non-Gm*
ENSMUSG00000042157.2,Sprr2i,protein_coding,Non-Gm*
ENSMUSG00000084781.1,D930015M05Rik,lncRNA,Non-Gm*
ENSMUSG00000090907.1,C030017D09Rik,lncRNA,Non-Gm*
ENSMUSG00000034826.14,Nup54,protein_coding,Non-Gm*
ENSMUSG00000027925.2,Sprr2j-ps,protein_coding,Non-Gm*
ENSMUSG00000045034.12,Ankrd34b,protein_coding,Non-Gm*
ENSMUSG00000054215.2,Sprr2k,protein_coding,Non-Gm*
ENSMUSG00000048455.9,Sprr1b,protein_coding,Non-Gm*
ENSMUSG00000026260.12,Ndufa10,protein_coding,Non-Gm*
ENSMUSG00000029426.8,Scarb2,protein_coding,Non-Gm*
ENSMUSG00000034334.8,Fam151b,protein_coding,Non-Gm*
ENSMUSG00000049922.8,Slc35c1,protein_coding,Non-Gm*
ENSMUSG00000045539.3,Sprr3,protein_coding,Non-Gm*
ENSMUSG00000032377.8,Plscr4,protein_coding,Non-Gm*
ENSMUSG00000067064.4,Olfr1416,protein_coding,Non-Gm*
ENSMUSG00000051297.8,2410124H12Rik,lncRNA,Non-Gm*
ENSMUSG00000050359.7,Sprr1a,protein_coding,Non-Gm*
ENSMUSG00000022949.9,Clic6,protein_coding,Non-Gm*
ENSMUSG00000021706.14,Zfyve16,protein_coding,Non-Gm*
ENSMUSG00000057464.4,Olfr1415,protein_coding,Non-Gm*
ENSMUSG00000045566.1,Sprr4,protein_coding,Non-Gm*
ENSMUSG00000042849.11,Olfr1414,protein_coding,Non-Gm*
ENSMUSG00000102308.1,2310046K23Rik,protein_coding,Non-Gm*
ENSMUSG00000032374.14,Plod2,protein_coding,Non-Gm*
ENSMUSG00000057068.15,Fam47e,protein_coding,Non-Gm*
ENSMUSG00000030613.13,Ccdc90b,protein_coding,Non-Gm*
ENSMUSG00000049128.7,Ivl,protein_coding,Non-Gm*
ENSMUSG00000058904.3,Olfr1413,protein_coding,Non-Gm*
